ccode,Year(s) Under Review,year,rank
220,France,2006,F
220,France,2007,F
220,France,2008,F
220,France,2009,F
481,Gabon,1987,PF
481,Gabon,1988,PF
481,Gabon,1989,PF
481,Gabon,1990,PF
481,Gabon,1991,PF
481,Gabon,1992,PF
481,Gabon,1993,PF
481,Gabon,1994,PF
481,Gabon,1995,PF
481,Gabon,1996,PF
481,Gabon,1997,PF
481,Gabon,1998,PF
481,Gabon,1999,PF
481,Gabon,2000,PF
481,Gabon,2001,PF
481,Gabon,2002,PF
481,Gabon,2003,PF
481,Gabon,2004,PF
481,Gabon,2005,PF
481,Gabon,2006,NF
481,Gabon,2007,NF
481,Gabon,2008,NF
481,Gabon,2009,NF
372,Georgia,1987,NA
372,Georgia,1988,NA
372,Georgia,1989,NA
372,Georgia,1990,NA
372,Georgia,1991,PF
372,Georgia,1992,PF
372,Georgia,1993,PF
372,Georgia,1994,PF
372,Georgia,1995,PF
372,Georgia,1996,PF
372,Georgia,1997,PF
372,Georgia,1998,PF
372,Georgia,1999,PF
372,Georgia,2000,PF
372,Georgia,2001,PF
372,Georgia,2002,PF
372,Georgia,2003,PF
372,Georgia,2004,PF
372,Georgia,2005,PF
372,Georgia,2006,PF
372,Georgia,2007,PF
372,Georgia,2008,PF
372,Georgia,2009,PF
255,Germany,1987,NA
255,Germany,1988,NA
255,Germany,1989,NA
255,Germany,1990,F
255,Germany,1991,F
255,Germany,1992,F
255,Germany,1993,F
255,Germany,1994,F
255,Germany,1995,F
255,Germany,1996,F
255,Germany,1997,F
255,Germany,1998,F
255,Germany,1999,F
255,Germany,2000,F
255,Germany,2001,F
255,Germany,2002,F
255,Germany,2003,F
255,Germany,2004,F
255,Germany,2005,F
255,Germany,2006,F
255,Germany,2007,F
255,Germany,2008,F
255,Germany,2009,F
452,Ghana,1987,NF
452,Ghana,1988,NF
452,Ghana,1989,PF
452,Ghana,1990,PF
452,Ghana,1991,PF
452,Ghana,1992,PF
452,Ghana,1993,PF
452,Ghana,1994,PF
452,Ghana,1995,PF
452,Ghana,1996,PF
452,Ghana,1997,NF
452,Ghana,1998,NF
452,Ghana,1999,NF
452,Ghana,2000,F
452,Ghana,2001,F
452,Ghana,2002,F
452,Ghana,2003,F
452,Ghana,2004,F
452,Ghana,2005,F
452,Ghana,2006,F
452,Ghana,2007,F
452,Ghana,2008,F
452,Ghana,2009,F
350,Greece,1987,F
350,Greece,1988,F
350,Greece,1989,F
350,Greece,1990,F
350,Greece,1991,F
350,Greece,1992,F
350,Greece,1993,F
350,Greece,1994,F
350,Greece,1995,F
350,Greece,1996,F
350,Greece,1997,F
350,Greece,1998,F
350,Greece,1999,F
350,Greece,2000,F
350,Greece,2001,F
350,Greece,2002,F
350,Greece,2003,F
350,Greece,2004,F
350,Greece,2005,F
350,Greece,2006,F
350,Greece,2007,F
350,Greece,2008,F
350,Greece,2009,F
55,Grenada,1987,F
55,Grenada,1988,F
55,Grenada,1989,F
55,Grenada,1990,F
55,Grenada,1991,F
55,Grenada,1992,F
55,Grenada,1993,F
55,Grenada,1994,F
55,Grenada,1995,F
55,Grenada,1996,F
55,Grenada,1997,F
55,Grenada,1998,F
55,Grenada,1999,F
55,Grenada,2000,F
55,Grenada,2001,F
55,Grenada,2002,F
55,Grenada,2003,F
55,Grenada,2004,F
55,Grenada,2005,F
55,Grenada,2006,F
55,Grenada,2007,F
55,Grenada,2008,F
55,Grenada,2009,F
90,Guatemala,1987,PF
90,Guatemala,1988,PF
90,Guatemala,1989,PF
90,Guatemala,1990,PF
90,Guatemala,1991,PF
90,Guatemala,1992,PF
90,Guatemala,1993,PF
90,Guatemala,1994,PF
90,Guatemala,1995,PF
90,Guatemala,1996,PF
90,Guatemala,1997,PF
90,Guatemala,1998,PF
90,Guatemala,1999,PF
90,Guatemala,2000,PF
90,Guatemala,2001,PF
90,Guatemala,2002,PF
90,Guatemala,2003,PF
90,Guatemala,2004,PF
90,Guatemala,2005,PF
90,Guatemala,2006,PF
90,Guatemala,2007,PF
90,Guatemala,2008,PF
90,Guatemala,2009,PF
438,Guinea,1987,NF
438,Guinea,1988,NF
438,Guinea,1989,NF
438,Guinea,1990,PF
438,Guinea,1991,PF
438,Guinea,1992,PF
438,Guinea,1993,PF
438,Guinea,1994,PF
438,Guinea,1995,PF
438,Guinea,1996,PF
438,Guinea,1997,PF
438,Guinea,1998,PF
438,Guinea,1999,PF
438,Guinea,2000,PF
438,Guinea,2001,PF
438,Guinea,2002,PF
438,Guinea,2003,NF
438,Guinea,2004,NF
438,Guinea,2005,NF
438,Guinea,2006,NF
438,Guinea,2007,NF
438,Guinea,2008,NF
438,Guinea,2009,NF
404,Guinea-Bissau,1987,NF
404,Guinea-Bissau,1988,NF
404,Guinea-Bissau,1989,NF
404,Guinea-Bissau,1990,PF
404,Guinea-Bissau,1991,PF
404,Guinea-Bissau,1992,PF
404,Guinea-Bissau,1993,PF
404,Guinea-Bissau,1994,PF
404,Guinea-Bissau,1995,PF
404,Guinea-Bissau,1996,PF
404,Guinea-Bissau,1997,PF
404,Guinea-Bissau,1998,PF
404,Guinea-Bissau,1999,PF
404,Guinea-Bissau,2000,PF
404,Guinea-Bissau,2001,PF
404,Guinea-Bissau,2002,PF
404,Guinea-Bissau,2003,PF
404,Guinea-Bissau,2004,PF
404,Guinea-Bissau,2005,PF
404,Guinea-Bissau,2006,PF
404,Guinea-Bissau,2007,PF
404,Guinea-Bissau,2008,PF
404,Guinea-Bissau,2009,PF
110,Guyana,1987,PF
110,Guyana,1988,PF
110,Guyana,1989,PF
110,Guyana,1990,PF
110,Guyana,1991,NF
110,Guyana,1992,F
110,Guyana,1993,F
110,Guyana,1994,F
110,Guyana,1995,F
110,Guyana,1996,F
110,Guyana,1997,F
110,Guyana,1998,F
110,Guyana,1999,F
110,Guyana,2000,F
110,Guyana,2001,F
110,Guyana,2002,F
110,Guyana,2003,F
110,Guyana,2004,F
110,Guyana,2005,NF
110,Guyana,2006,F
110,Guyana,2007,F
110,Guyana,2008,F
110,Guyana,2009,F
41,Haiti,1987,PF
41,Haiti,1988,NF
41,Haiti,1989,NF
41,Haiti,1990,NF
41,Haiti,1991,NF
41,Haiti,1992,NF
41,Haiti,1993,PF
41,Haiti,1994,PF
41,Haiti,1995,PF
41,Haiti,1996,PF
41,Haiti,1997,PF
41,Haiti,1998,NF
41,Haiti,1999,NF
41,Haiti,2000,NF
41,Haiti,2001,NF
41,Haiti,2002,NF
41,Haiti,2003,NF
41,Haiti,2004,NF
41,Haiti,2005,PF
41,Haiti,2006,PF
41,Haiti,2007,PF
41,Haiti,2008,PF
41,Haiti,2009,PF
91,Honduras,1987,F
91,Honduras,1988,F
91,Honduras,1989,F
91,Honduras,1990,NF
91,Honduras,1991,NF
91,Honduras,1992,NF
91,Honduras,1993,PF
91,Honduras,1994,NF
91,Honduras,1995,NF
91,Honduras,1996,NF
91,Honduras,1997,NF
91,Honduras,1998,NF
91,Honduras,1999,PF
91,Honduras,2000,PF
91,Honduras,2001,PF
91,Honduras,2002,PF
91,Honduras,2003,PF
91,Honduras,2004,PF
91,Honduras,2005,PF
91,Honduras,2006,PF
91,Honduras,2007,PF
91,Honduras,2008,PF
91,Honduras,2009,PF
310,Hungary,1987,PF
310,Hungary,1988,PF
310,Hungary,1989,F
310,Hungary,1990,F
310,Hungary,1991,F
310,Hungary,1992,F
310,Hungary,1993,F
310,Hungary,1994,F
310,Hungary,1995,F
310,Hungary,1996,F
310,Hungary,1997,F
310,Hungary,1998,F
310,Hungary,1999,F
310,Hungary,2000,F
310,Hungary,2001,F
310,Hungary,2002,F
310,Hungary,2003,F
310,Hungary,2004,F
310,Hungary,2005,F
310,Hungary,2006,F
310,Hungary,2007,F
310,Hungary,2008,F
310,Hungary,2009,F
395,Iceland,1987,F
395,Iceland,1988,F
395,Iceland,1989,F
395,Iceland,1990,F
395,Iceland,1991,F
395,Iceland,1992,F
395,Iceland,1993,F
395,Iceland,1994,F
395,Iceland,1995,F
395,Iceland,1996,F
395,Iceland,1997,F
395,Iceland,1998,F
395,Iceland,1999,F
395,Iceland,2000,F
395,Iceland,2001,F
395,Iceland,2002,F
395,Iceland,2003,F
395,Iceland,2004,F
395,Iceland,2005,F
395,Iceland,2006,F
395,Iceland,2007,F
395,Iceland,2008,F
395,Iceland,2009,F
750,India,1987,F
750,India,1988,NF
750,India,1989,PF
750,India,1990,PF
750,India,1991,PF
750,India,1992,PF
750,India,1993,PF
750,India,1994,PF
750,India,1995,PF
750,India,1996,NF
750,India,1997,NF
750,India,1998,F
750,India,1999,F
750,India,2000,F
750,India,2001,F
750,India,2002,F
750,India,2003,F
750,India,2004,F
750,India,2005,F
750,India,2006,F
750,India,2007,F
750,India,2008,F
750,India,2009,F
850,Indonesia,1987,PF
850,Indonesia,1988,PF
850,Indonesia,1989,PF
850,Indonesia,1990,NF
850,Indonesia,1991,NF
850,Indonesia,1992,NF
850,Indonesia,1993,NF
850,Indonesia,1994,NF
850,Indonesia,1995,NF
850,Indonesia,1996,PF
850,Indonesia,1997,PF
850,Indonesia,1998,PF
850,Indonesia,1999,PF
850,Indonesia,2000,PF
850,Indonesia,2001,PF
850,Indonesia,2002,PF
850,Indonesia,2003,PF
850,Indonesia,2004,NF
850,Indonesia,2005,F
850,Indonesia,2006,F
850,Indonesia,2007,F
850,Indonesia,2008,F
850,Indonesia,2009,F
630,Iran,1987,PF
630,Iran,1988,PF
630,Iran,1989,NF
630,Iran,1990,NF
630,Iran,1991,NF
630,Iran,1992,NF
630,Iran,1993,NF
630,Iran,1994,NF
630,Iran,1995,NF
630,Iran,1996,NF
630,Iran,1997,NF
630,Iran,1998,NF
630,Iran,1999,NF
630,Iran,2000,NF
630,Iran,2001,NF
630,Iran,2002,NF
630,Iran,2003,NF
630,Iran,2004,NF
630,Iran,2005,NF
630,Iran,2006,NF
630,Iran,2007,NF
630,Iran,2008,NF
630,Iran,2009,NF
645,Iraq,1987,NF
645,Iraq,1988,NF
645,Iraq,1989,NF
645,Iraq,1990,NF
645,Iraq,1991,NF
645,Iraq,1992,NF
645,Iraq,1993,NF
645,Iraq,1994,NF
645,Iraq,1995,NF
645,Iraq,1996,NF
645,Iraq,1997,NF
645,Iraq,1998,NF
645,Iraq,1999,NF
645,Iraq,2000,NF
645,Iraq,2001,NF
645,Iraq,2002,NF
645,Iraq,2003,NF
645,Iraq,2004,NF
645,Iraq,2005,NF
645,Iraq,2006,NF
645,Iraq,2007,NF
645,Iraq,2008,NF
645,Iraq,2009,NF
205,Ireland,1987,F
205,Ireland,1988,F
205,Ireland,1989,F
205,Ireland,1990,F
205,Ireland,1991,F
205,Ireland,1992,F
205,Ireland,1993,F
205,Ireland,1994,F
205,Ireland,1995,F
205,Ireland,1996,F
205,Ireland,1997,F
205,Ireland,1998,F
205,Ireland,1999,F
205,Ireland,2000,F
205,Ireland,2001,F
205,Ireland,2002,F
205,Ireland,2003,F
205,Ireland,2004,F
205,Ireland,2005,F
205,Ireland,2006,F
205,Ireland,2007,F
205,Ireland,2008,F
205,Ireland,2009,F
666,Israel,1987,F
666,Israel,1988,F
666,Israel,1989,F
666,Israel,1990,F
666,Israel,1991,F
666,Israel,1992,F
666,Israel,1993,F
666,Israel,1994,F
666,Israel,1995,F
666,Israel,1996,F
666,Israel,1997,F
666,Israel,1998,F
666,Israel,1999,F
666,Israel,2000,F
666,Israel,2001,F
666,Israel,2002,F
666,Israel,2003,F
666,Israel,2004,F
666,Israel,2005,F
666,Israel,2006,F
666,Israel,2007,F
666,Israel,2008,F
666,Israel,2009,F
325,Italy,1987,F
325,Italy,1988,F
325,Italy,1989,F
325,Italy,1990,F
325,Italy,1991,F
325,Italy,1992,F
325,Italy,1993,F
325,Italy,1994,F
325,Italy,1995,F
325,Italy,1996,F
325,Italy,1997,F
325,Italy,1998,F
325,Italy,1999,F
325,Italy,2000,F
325,Italy,2001,F
325,Italy,2002,F
325,Italy,2003,F
325,Italy,2004,F
325,Italy,2005,F
325,Italy,2006,F
325,Italy,2007,F
325,Italy,2008,F
325,Italy,2009,F
51,Jamaica,1987,F
51,Jamaica,1988,F
51,Jamaica,1989,F
51,Jamaica,1990,F
51,Jamaica,1991,F
51,Jamaica,1992,F
51,Jamaica,1993,F
51,Jamaica,1994,F
51,Jamaica,1995,F
51,Jamaica,1996,F
51,Jamaica,1997,F
51,Jamaica,1998,F
51,Jamaica,1999,F
51,Jamaica,2000,F
51,Jamaica,2001,F
51,Jamaica,2002,F
51,Jamaica,2003,F
51,Jamaica,2004,F
51,Jamaica,2005,F
51,Jamaica,2006,F
51,Jamaica,2007,F
51,Jamaica,2008,F
51,Jamaica,2009,F
740,Japan,1987,F
740,Japan,1988,F
740,Japan,1989,F
740,Japan,1990,F
740,Japan,1991,F
740,Japan,1992,F
740,Japan,1993,F
740,Japan,1994,F
740,Japan,1995,F
740,Japan,1996,F
740,Japan,1997,F
740,Japan,1998,F
740,Japan,1999,F
740,Japan,2000,F
740,Japan,2001,F
740,Japan,2002,F
740,Japan,2003,F
740,Japan,2004,F
740,Japan,2005,F
740,Japan,2006,F
740,Japan,2007,F
740,Japan,2008,F
740,Japan,2009,F
663,Jordan,1987,PF
663,Jordan,1988,PF
663,Jordan,1989,PF
663,Jordan,1990,PF
663,Jordan,1991,PF
663,Jordan,1992,PF
663,Jordan,1993,PF
663,Jordan,1994,PF
663,Jordan,1995,PF
663,Jordan,1996,PF
663,Jordan,1997,PF
663,Jordan,1998,PF
663,Jordan,1999,PF
663,Jordan,2000,PF
663,Jordan,2001,PF
663,Jordan,2002,PF
663,Jordan,2003,PF
663,Jordan,2004,PF
663,Jordan,2005,PF
663,Jordan,2006,PF
663,Jordan,2007,NF
663,Jordan,2008,NF
663,Jordan,2009,NF
705,Kazakhstan,1987,NA
705,Kazakhstan,1988,NA
705,Kazakhstan,1989,NA
705,Kazakhstan,1990,NA
705,Kazakhstan,1991,PF
705,Kazakhstan,1992,PF
705,Kazakhstan,1993,PF
705,Kazakhstan,1994,PF
705,Kazakhstan,1995,PF
705,Kazakhstan,1996,PF
705,Kazakhstan,1997,PF
705,Kazakhstan,1998,PF
705,Kazakhstan,1999,PF
705,Kazakhstan,2000,PF
705,Kazakhstan,2001,PF
705,Kazakhstan,2002,PF
705,Kazakhstan,2003,NF
705,Kazakhstan,2004,NF
705,Kazakhstan,2005,NF
705,Kazakhstan,2006,NF
705,Kazakhstan,2007,NF
705,Kazakhstan,2008,NF
705,Kazakhstan,2009,NF
501,Kenya,1987,NF
501,Kenya,1988,NF
501,Kenya,1989,NF
501,Kenya,1990,PF
501,Kenya,1991,PF
501,Kenya,1992,NF
501,Kenya,1993,NF
501,Kenya,1994,NF
501,Kenya,1995,NF
501,Kenya,1996,NF
501,Kenya,1997,NF
501,Kenya,1998,PF
501,Kenya,1999,PF
501,Kenya,2000,PF
501,Kenya,2001,PF
501,Kenya,2002,PF
501,Kenya,2003,PF
501,Kenya,2004,PF
501,Kenya,2005,PF
501,Kenya,2006,PF
501,Kenya,2007,PF
501,Kenya,2008,PF
501,Kenya,2009,PF
946,Kiribati,1987,F
946,Kiribati,1988,F
946,Kiribati,1989,F
946,Kiribati,1990,F
946,Kiribati,1991,F
946,Kiribati,1992,F
946,Kiribati,1993,F
946,Kiribati,1994,F
946,Kiribati,1995,F
946,Kiribati,1996,F
946,Kiribati,1997,F
946,Kiribati,1998,F
946,Kiribati,1999,F
946,Kiribati,2000,F
946,Kiribati,2001,F
946,Kiribati,2002,F
946,Kiribati,2003,F
946,Kiribati,2004,F
946,Kiribati,2005,F
946,Kiribati,2006,F
946,Kiribati,2007,F
946,Kiribati,2008,F
946,Kiribati,2009,F
690,Kuwait,1987,NF
690,Kuwait,1988,NF
690,Kuwait,1989,NF
690,Kuwait,1990,NF
690,Kuwait,1991,PF
690,Kuwait,1992,PF
690,Kuwait,1993,PF
690,Kuwait,1994,PF
690,Kuwait,1995,PF
690,Kuwait,1996,PF
690,Kuwait,1997,PF
690,Kuwait,1998,PF
690,Kuwait,1999,PF
690,Kuwait,2000,PF
690,Kuwait,2001,PF
690,Kuwait,2002,PF
690,Kuwait,2003,PF
690,Kuwait,2004,PF
690,Kuwait,2005,PF
690,Kuwait,2006,PF
690,Kuwait,2007,PF
690,Kuwait,2008,PF
690,Kuwait,2009,PF
703,Kyrgyzstan,1987,NA
703,Kyrgyzstan,1988,NA
703,Kyrgyzstan,1989,NA
703,Kyrgyzstan,1990,NA
703,Kyrgyzstan,1991,PF
703,Kyrgyzstan,1992,PF
703,Kyrgyzstan,1993,PF
703,Kyrgyzstan,1994,PF
703,Kyrgyzstan,1995,PF
703,Kyrgyzstan,1996,PF
703,Kyrgyzstan,1997,PF
703,Kyrgyzstan,1998,PF
703,Kyrgyzstan,1999,PF
703,Kyrgyzstan,2000,PF
703,Kyrgyzstan,2001,PF
703,Kyrgyzstan,2002,PF
703,Kyrgyzstan,2003,PF
703,Kyrgyzstan,2004,PF
703,Kyrgyzstan,2005,PF
703,Kyrgyzstan,2006,PF
703,Kyrgyzstan,2007,PF
703,Kyrgyzstan,2008,PF
703,Kyrgyzstan,2009,NF
812,Laos,1987,NF
812,Laos,1988,NF
812,Laos,1989,NF
812,Laos,1990,NF
812,Laos,1991,NF
812,Laos,1992,NF
812,Laos,1993,NF
812,Laos,1994,NF
812,Laos,1995,NF
812,Laos,1996,NF
812,Laos,1997,NF
812,Laos,1998,NF
812,Laos,1999,NF
812,Laos,2000,NF
812,Laos,2001,NF
812,Laos,2002,NF
812,Laos,2003,NF
812,Laos,2004,NF
812,Laos,2005,NF
812,Laos,2006,NF
812,Laos,2007,NF
812,Laos,2008,NF
812,Laos,2009,NF
367,Latvia,1987,NA
367,Latvia,1988,NA
367,Latvia,1989,NA
367,Latvia,1990,NA
367,Latvia,1991,NF
367,Latvia,1992,NF
367,Latvia,1993,F
367,Latvia,1994,F
367,Latvia,1995,F
367,Latvia,1996,F
367,Latvia,1997,F
367,Latvia,1998,F
367,Latvia,1999,F
367,Latvia,2000,F
367,Latvia,2001,F
367,Latvia,2002,F
367,Latvia,2003,F
367,Latvia,2004,F
367,Latvia,2005,F
367,Latvia,2006,F
367,Latvia,2007,F
367,Latvia,2008,F
367,Latvia,2009,F
660,Lebanon,1987,PF
660,Lebanon,1988,PF
660,Lebanon,1989,PF
660,Lebanon,1990,PF
660,Lebanon,1991,PF
660,Lebanon,1992,PF
660,Lebanon,1993,PF
660,Lebanon,1994,PF
660,Lebanon,1995,PF
660,Lebanon,1996,PF
660,Lebanon,1997,PF
660,Lebanon,1998,PF
660,Lebanon,1999,PF
660,Lebanon,2000,PF
660,Lebanon,2001,PF
660,Lebanon,2002,PF
660,Lebanon,2003,PF
660,Lebanon,2004,PF
660,Lebanon,2005,PF
660,Lebanon,2006,PF
660,Lebanon,2007,PF
660,Lebanon,2008,PF
660,Lebanon,2009,PF
570,Lesotho,1987,NF
570,Lesotho,1988,PF
570,Lesotho,1989,PF
570,Lesotho,1990,PF
570,Lesotho,1991,PF
570,Lesotho,1992,PF
570,Lesotho,1993,PF
570,Lesotho,1994,PF
570,Lesotho,1995,PF
570,Lesotho,1996,PF
570,Lesotho,1997,PF
570,Lesotho,1998,PF
570,Lesotho,1999,PF
570,Lesotho,2000,PF
570,Lesotho,2001,NF
570,Lesotho,2002,F
570,Lesotho,2003,F
570,Lesotho,2004,F
570,Lesotho,2005,F
570,Lesotho,2006,NF
570,Lesotho,2007,NF
570,Lesotho,2008,NF
570,Lesotho,2009,PF
450,Liberia,1987,NF
450,Liberia,1988,NF
450,Liberia,1989,NF
450,Liberia,1990,NF
450,Liberia,1991,NF
450,Liberia,1992,NF
450,Liberia,1993,NF
450,Liberia,1994,NF
450,Liberia,1995,PF
450,Liberia,1996,PF
450,Liberia,1997,PF
450,Liberia,1998,PF
450,Liberia,1999,PF
450,Liberia,2000,NF
450,Liberia,2001,NF
450,Liberia,2002,PF
450,Liberia,2003,PF
450,Liberia,2004,PF
450,Liberia,2005,PF
450,Liberia,2006,PF
450,Liberia,2007,PF
450,Liberia,2008,PF
450,Liberia,2009,PF
620,Libya,1987,NF
620,Libya,1988,NF
620,Libya,1989,NF
620,Libya,1990,NF
620,Libya,1991,NF
620,Libya,1992,NF
620,Libya,1993,NF
620,Libya,1994,NF
620,Libya,1995,NF
620,Libya,1996,NF
620,Libya,1997,NF
620,Libya,1998,NF
620,Libya,1999,NF
620,Libya,2000,NF
620,Libya,2001,NF
620,Libya,2002,NF
620,Libya,2003,NF
620,Libya,2004,NF
620,Libya,2005,NF
620,Libya,2006,NF
620,Libya,2007,NF
620,Libya,2008,NF
620,Libya,2009,NF
223,Liechtenstein,1987,NA
223,Liechtenstein,1988,NA
223,Liechtenstein,1989,NA
223,Liechtenstein,1990,NA
223,Liechtenstein,1991,NA
223,Liechtenstein,1992,F
223,Liechtenstein,1993,F
223,Liechtenstein,1994,F
223,Liechtenstein,1995,F
223,Liechtenstein,1996,F
223,Liechtenstein,1997,F
223,Liechtenstein,1998,F
223,Liechtenstein,1999,F
223,Liechtenstein,2000,F
223,Liechtenstein,2001,F
223,Liechtenstein,2002,F
223,Liechtenstein,2003,F
223,Liechtenstein,2004,F
223,Liechtenstein,2005,F
223,Liechtenstein,2006,F
223,Liechtenstein,2007,F
223,Liechtenstein,2008,F
223,Liechtenstein,2009,F
368,Lithuania,1987,NA
368,Lithuania,1988,NA
368,Lithuania,1989,NA
368,Lithuania,1990,NA
368,Lithuania,1991,F
368,Lithuania,1992,F
368,Lithuania,1993,F
368,Lithuania,1994,F
368,Lithuania,1995,F
368,Lithuania,1996,F
368,Lithuania,1997,F
368,Lithuania,1998,F
368,Lithuania,1999,F
368,Lithuania,2000,F
368,Lithuania,2001,F
368,Lithuania,2002,F
368,Lithuania,2003,F
368,Lithuania,2004,F
368,Lithuania,2005,F
368,Lithuania,2006,F
368,Lithuania,2007,F
368,Lithuania,2008,F
368,Lithuania,2009,F
212,Luxembourg,1987,F
212,Luxembourg,1988,F
212,Luxembourg,1989,F
212,Luxembourg,1990,F
212,Luxembourg,1991,F
212,Luxembourg,1992,F
212,Luxembourg,1993,F
212,Luxembourg,1994,F
212,Luxembourg,1995,F
212,Luxembourg,1996,F
212,Luxembourg,1997,F
212,Luxembourg,1998,F
212,Luxembourg,1999,F
212,Luxembourg,2000,F
212,Luxembourg,2001,F
212,Luxembourg,2002,F
212,Luxembourg,2003,F
212,Luxembourg,2004,F
212,Luxembourg,2005,F
212,Luxembourg,2006,F
212,Luxembourg,2007,F
212,Luxembourg,2008,F
212,Luxembourg,2009,F
580,Madagascar,1987,PF
580,Madagascar,1988,PF
580,Madagascar,1989,PF
580,Madagascar,1990,PF
580,Madagascar,1991,PF
580,Madagascar,1992,PF
580,Madagascar,1993,PF
580,Madagascar,1994,PF
580,Madagascar,1995,PF
580,Madagascar,1996,PF
580,Madagascar,1997,PF
580,Madagascar,1998,PF
580,Madagascar,1999,PF
580,Madagascar,2000,PF
580,Madagascar,2001,PF
580,Madagascar,2002,PF
580,Madagascar,2003,PF
580,Madagascar,2004,PF
580,Madagascar,2005,PF
580,Madagascar,2006,PF
580,Madagascar,2007,PF
580,Madagascar,2008,PF
580,Madagascar,2009,PF
553,Malawi,1987,NF
553,Malawi,1988,NF
553,Malawi,1989,NF
553,Malawi,1990,NF
553,Malawi,1991,PF
553,Malawi,1992,PF
553,Malawi,1993,PF
553,Malawi,1994,F
553,Malawi,1995,F
553,Malawi,1996,NF
553,Malawi,1997,NF
553,Malawi,1998,PF
553,Malawi,1999,PF
553,Malawi,2000,PF
553,Malawi,2001,PF
553,Malawi,2002,PF
553,Malawi,2003,PF
553,Malawi,2004,PF
553,Malawi,2005,PF
553,Malawi,2006,PF
553,Malawi,2007,PF
553,Malawi,2008,PF
553,Malawi,2009,PF
820,Malaysia,1987,PF
820,Malaysia,1988,PF
820,Malaysia,1989,PF
820,Malaysia,1990,PF
820,Malaysia,1991,PF
820,Malaysia,1992,PF
820,Malaysia,1993,PF
820,Malaysia,1994,PF
820,Malaysia,1995,PF
820,Malaysia,1996,PF
820,Malaysia,1997,PF
820,Malaysia,1998,PF
820,Malaysia,1999,PF
820,Malaysia,2000,PF
820,Malaysia,2001,PF
820,Malaysia,2002,PF
820,Malaysia,2003,PF
820,Malaysia,2004,PF
820,Malaysia,2005,PF
820,Malaysia,2006,PF
820,Malaysia,2007,PF
820,Malaysia,2008,PF
820,Malaysia,2009,PF
781,Maldives,1987,PF
781,Maldives,1988,PF
781,Maldives,1989,PF
781,Maldives,1990,NF
781,Maldives,1991,NF
781,Maldives,1992,NF
781,Maldives,1993,NF
781,Maldives,1994,NF
781,Maldives,1995,NF
781,Maldives,1996,NF
781,Maldives,1997,NF
781,Maldives,1998,PF
781,Maldives,1999,PF
781,Maldives,2000,PF
781,Maldives,2001,PF
781,Maldives,2002,PF
781,Maldives,2003,NF
781,Maldives,2004,NF
781,Maldives,2005,NF
781,Maldives,2006,PF
781,Maldives,2007,PF
781,Maldives,2008,PF
781,Maldives,2009,PF
432,Mali,1987,NF
432,Mali,1988,NF
432,Mali,1989,PF
432,Mali,1990,PF
432,Mali,1991,PF
432,Mali,1992,NF
432,Mali,1993,F
432,Mali,1994,NF
432,Mali,1995,NF
432,Mali,1996,NF
432,Mali,1997,NF
432,Mali,1998,NF
432,Mali,1999,NF
432,Mali,2000,F
432,Mali,2001,F
432,Mali,2002,F
432,Mali,2003,F
432,Mali,2004,F
432,Mali,2005,F
432,Mali,2006,F
432,Mali,2007,F
432,Mali,2008,F
432,Mali,2009,F
338,Malta,1987,F
338,Malta,1988,F
338,Malta,1989,F
338,Malta,1990,F
338,Malta,1991,F
338,Malta,1992,F
338,Malta,1993,F
338,Malta,1994,F
338,Malta,1995,F
338,Malta,1996,F
338,Malta,1997,F
338,Malta,1998,F
338,Malta,1999,F
338,Malta,2000,F
338,Malta,2001,F
338,Malta,2002,F
338,Malta,2003,F
338,Malta,2004,F
338,Malta,2005,F
338,Malta,2006,F
338,Malta,2007,F
338,Malta,2008,F
338,Malta,2009,F
983,Marshall Islands,1987,NA
983,Marshall Islands,1988,NA
983,Marshall Islands,1989,NA
983,Marshall Islands,1990,NA
983,Marshall Islands,1991,F
983,Marshall Islands,1992,F
983,Marshall Islands,1993,F
983,Marshall Islands,1994,F
983,Marshall Islands,1995,F
983,Marshall Islands,1996,F
983,Marshall Islands,1997,F
983,Marshall Islands,1998,F
983,Marshall Islands,1999,F
983,Marshall Islands,2000,F
983,Marshall Islands,2001,F
983,Marshall Islands,2002,F
983,Marshall Islands,2003,F
983,Marshall Islands,2004,F
983,Marshall Islands,2005,F
983,Marshall Islands,2006,F
983,Marshall Islands,2007,F
983,Marshall Islands,2008,F
983,Marshall Islands,2009,F
435,Mauritania,1987,NF
435,Mauritania,1988,NF
435,Mauritania,1989,NF
435,Mauritania,1990,NF
435,Mauritania,1991,NF
435,Mauritania,1992,NF
435,Mauritania,1993,NF
435,Mauritania,1994,NF
435,Mauritania,1995,NF
435,Mauritania,1996,NF
435,Mauritania,1997,NF
435,Mauritania,1998,PF
435,Mauritania,1999,PF
435,Mauritania,2000,PF
435,Mauritania,2001,PF
435,Mauritania,2002,PF
435,Mauritania,2003,NF
435,Mauritania,2004,PF
435,Mauritania,2005,PF
435,Mauritania,2006,PF
435,Mauritania,2007,NF
435,Mauritania,2008,NF
435,Mauritania,2009,NF
590,Mauritius,1987,F
590,Mauritius,1988,F
590,Mauritius,1989,F
590,Mauritius,1990,F
590,Mauritius,1991,F
590,Mauritius,1992,F
590,Mauritius,1993,F
590,Mauritius,1994,F
590,Mauritius,1995,F
590,Mauritius,1996,F
590,Mauritius,1997,F
590,Mauritius,1998,F
590,Mauritius,1999,F
590,Mauritius,2000,F
